CountyName,RecType,"Region-2 County-3 District-4",Type,School,FacilityName,Administrator,Address,City,Zip,Telephone,GradeServed,StRep,StSen,FedCong,Cat
OUT OF STATE,School,777770168,0,609,ODTC-Genesee Lake School Day-Int,Kim Ray,36100 Genesee Lake Rd,Oconomowoc,53066 9201,262569-5510,,,,,D
OUT OF STATE,School,777770168,0,616,The Richardson School LLC,Craig Brimacombe,321 Olympian Blvd,Beloit,53511 4209,608473-3244,,,,,D
OUT OF STATE,School,777770168,0,620,The Richardson School Int,Mr. Craig Brimacombe,321 Olympian Blvd,Beloit,53511 4209,608473-3244,,,,,D
OUT OF STATE,School,777770168,0,621,ODTC-Genesee Lake 1-on-1,Kim Ray,36100 Genesee Lake Rd,Oconomowoc,53066 9201,262569-5510,,,,,D
OUT OF STATE,School,777770168,0,622,ODTC-Genesee Lake 1-on-1 Int,Kim Ray,36100 Genesee Lake Rd,Oconomowoc,53066 9201,262569-5510,,,,,D
OUT OF STATE,School,777770168,0,709,Prader-Willi Starlight Home,Marguerite Rupnow,988 Chesterton Ct,Oconomowoc,53066 4311,262569-5515,,,,,D
OUT OF STATE,School,777770168,0,737,ODTC-Genesee Lake School - Int,Kim Ray,36100 Genesee Lake Rd,Oconomowoc,53066 9201,262567-5510,,,,,D
OUT OF STATE,School,777770168,0,739,IDTC - T.C. Harris School,Audra Whitworth,3700 Rome Dr,Lafayette,47905 4489,765448-4220,,,,,D
OUT OF STATE,School,777770168,0,741,IDTC - T.C. Harris School - Int,Audra Whitworth,3700 Rome Dr,Lafayette,47905 4489,765448-4220,,,,,D
OUT OF STATE,School,777770168,0,760,Oconomowoc-Anthony House,Marguerite Rupnow,1231 Blue Dahlia Rd,Oconomowoc,53066 2203,262569-5515,,,,,D
OUT OF STATE,School,777770168,0,763,Oconomowoc-Gate House,Marguerite Rupnow,123 Lawn St,Hartland,53029 1713,262569-5515,,,,,D
OUT OF STATE,School,777770168,0,764,Oconomowoc-Sawyer House,Kim Ray,307 Wilson Ave,Dousman,53118 9380,262569-5510,,,,,D
OUT OF STATE,School,777770168,0,765,Oconomowoc-Cheryl House,Kim Ray,3222 N Silver Cedar Rd,Oconomowoc,53066 4727,262569-5510,,,,,D
OUT OF STATE,School,777770168,0,827,ODTC-Genesee Lk - Special,Kim Ray,36100 Genesee Lake Rd,Oconomowoc,53066 9201,262567-5515,,,,,D
OUT OF STATE,School,777770168,0,898,ODTC - Genesee Lk - Int - 1-1,Kim Ray,36100 Genesee Lake Rd,Oconomowoc,53066 9201,262569-5515,,,,,D
OUT OF STATE,School,777770168,0,899,ODTC - Genesee Lk - Special 1-1,Kay Ray,36100 Genesee Lake Rd,Oconomowoc,53066 9201,262569-5515,,,,,D
OUT OF STATE,Dist,777770173,0,0,Phoenix Care Systems,Len Dziubla,1744 N Farwell Ave,Milwaukee,53202 1806,414225-4460,,,,,C
OUT OF STATE,School,777770173,0,156,Willowglen-Illinois Intensive,Betty Kinard,701 W Lamm Rd,Freeport,61032 9630,815233-6162,,89,45,17,D
OUT OF STATE,School,777770173,0,236,Willowglen-Illinois,Betty Kinard,701 W Lamm Rd,Freeport,61032 9630,815233-6162,,89,45,17,D
OUT OF STATE,School,777770173,0,451,Willowglen-Brewster,Betty Kinard,730 N Brewster Ave,Freeport,61032 3113,815233-1396,,89,45,17,D
OUT OF STATE,School,777770173,0,452,Willowglen-DeBoer,Betty Kinard,1653 DE Boer Ln,Freeport,61032 5900,815232-8130,,89,45,17,D
OUT OF STATE,School,777770173,0,453,Willowglen-Kunkle,Betty Kinard,3111 W Kunkle Blvd,Freeport,61032 6922,815233-0406,,89,45,17,D
OUT OF STATE,School,777770173,0,454,Willowglen-Whistler,Betty Kinard,321 N Whistler Ave,Freeport,61032 3958,815233-0636,,89,45,17,D
OUT OF STATE,School,777770173,0,586,Willowglen-Washington,Betty Kinard,227 E Washington St,Freeport,61032 5162,815232-0980,,,,,D
OUT OF STATE,Dist,777770179,0,0,Utah Youth Village,"Eric Bjorklund, J.D.",5800 S Highland Dr,Salt Lake City,84121 1359,801272-9980,,,,,C
OUT OF STATE,School,777770179,0,932,Alpine Academy,Angie Alvey,1280 Whispering Horse Dr,Tooele,84074 3473,435228-0100,,,,,D
OUT OF STATE,School,777770179,0,933,Alpine Academy-ASPIRE Program,Angie Alvey,1369 E Erda Way,Tooele,84074 3412,435228-0100,,,,,D
OUT OF STATE,School,777770179,0,934,Alpine Academy-Cottonwood Grove,Angie Alvey,1288 Whispering Horse Dr,Erda,84074 3473,435228-0100,,,,,D
OUT OF STATE,School,777770179,0,935,Alpine Academy-Gene Smith Home,Angie Alvey,4076 Droubay Rd,Erda,84074 9517,435228-0100,,,,,D
OUT OF STATE,School,777770179,0,936,Alpine Academy-Mountain Birch,Angie Alvey,1369 E Erda Way,Tooele,84074 3412,435228-0100,,,,,D
OUT OF STATE,School,777770179,0,937,Alpine Academy-Oak Ridge Home,Angie Alvey,1296 Whispering Horse Dr,Erda,84074 3473,435228-0100,,,,,D
OUT OF STATE,School,777770179,0,938,Alpine Academy-Pine Canyon Home,Angie Alvey,1249 Whispering Horse Dr,Tooele,84074 3473,435228-0100,,,,,D
OUT OF STATE,School,777770179,0,939,Alpine Academy-Willow Creek Home,Angie Alvey,1293 Whispering Horse Dr,Erda,84074 3473,435228-0100,,,,,D
OUT OF STATE,Dist,777770192,0,0,RTC Options Acquisition Corp,Rick Bangert,5602 Caito Dr,Indianapolis,46226 1346,317544-4340,,,,,C
OUT OF STATE,Dist,777770194,0,0,Little Keswick School,Marc Columbus,500 Little Keswick Ln,Keswick,22947 2406,434295-0457,,,,,C
OUT OF STATE,School,777770194,0,941,Little Keswick School,Marc Columbus,500 Little Keswick Ln,Keswick,22947 2406,434295-0457,,,,,D
OUT OF STATE,Dist,777770213,0,0,Normative Services Academy,Gary Flohr,5 Lane Ln,Sheridan,82801 8630,307674-6878,,,,,C
OUT OF STATE,School,777770213,0,947,Normative Services Academy,Gary Flohr,5 Lane Ln,Sheridan,82801 8630,307674-6878,,,,,D
OUT OF STATE,School,777770213,0,948,Normative Services Academy-270,Gary Flohr,5 Lane Ln,Sheridan,82801 8630,307674-6878,,,,,D
OUT OF STATE,Dist,777770214,0,0,Sequel Youth and Family Services,Mr. Steve Laidaker,3921 Oakland Dr,Kalamazoo,49008 4819,269381-4760,,,,,C
OUT OF STATE,School,777770214,0,949,Lakeside Academy,Steve Laidacker,3921 Oakland Dr,Kalamazoo,49008 4819,269381-4760,,,,,D
OUT OF STATE,Dist,777770225,0,0,Mingus Mountain Academy,Mr. Mike McFarland,15801 E Don Carlos Dr,Prescott Valley,86315 4109,602335-2000,,,,,C
OUT OF STATE,School,777770225,0,718,Mingus Mountain Academy,Mr. Mike McFarland,15801 E Don Carlos Drive,Prescott Valley,86315,602335-2000,,,,,D
OUT OF STATE,Dist,777770234,0,0,McLean Hospital Inc,Joseph Gold,115 Mill St,Belmont,02478 1064,617855-2367,,,,,C
OUT OF STATE,Dist,777770236,0,0,Acadia Arkansas,Matt Wiltshire,PO Box 727,Fordyce,71742 0727,870352-8203,,,,,C
OUT OF STATE,School,777770236,0,928,Millcreek of Arkansas,Janice Baker,1810 Industrial Dr,Fordyce,71742 7110,870352-8203,,,,,D
OUT OF STATE,Dist,777770237,0,0,Yellowstone Boys & Girls Ranch,Michael Chavers,1732 S 72nd St W,Billings,59106 3538,406655-2109,,,,,C
OUT OF STATE,School,777770237,0,783,Yellowstone Boys & Girls Ranch,Rishay Watson,1732 S 72nd St W,Billings,59106 3538,406651-2926,,,,,D
OUT OF STATE,School,777770237,0,785,Yellowstone Ranch-Therapeutic,Christi Beals,1732 S 72nd St W,Billings,59106 3538,406655-2100,,,,,D
OUT OF STATE,School,777770237,0,981,Yellowstone Public School,Lynn Solberg,1732 S 72nd St W,Billings,59106 3538,406656-2198,,,,,D
OUT OF STATE,Dist,777770240,0,0,Lakemary Center Inc.,Marcy Seaman,100 Lakemary Dr,Paola,66071 1855,913557-4000,,,,,C
OUT OF STATE,School,777770240,0,761,Lakemary 1:1 Support 16,Amanda Martell,100 Lakemary Dr,Paola,66071 1855,913557-4000,,,,,D
OUT OF STATE,School,777770240,0,762,Lakemary 1:1 Support 24,Amanda Martell,100 Lakemary Dr,Paola,66071 1855,903557-4000,,,,,D
OUT OF STATE,School,777770240,0,800,Lakemary Enhanced,Amanda Martell,100 Lakemary Dr,Paola,66071 1855,913557-4000,,,,,D
OUT OF STATE,School,777770240,0,802,Lakemary Intensive,Amanda Martell,100 Lakemary Dr,Paola,66071 1855,913557-4000,,,,,D
OUT OF STATE,School,777770240,0,930,Lakemary Center Inc,Marcy Seaman,100 Lakemary Dr,Paola,66071 1855,913557-4000,,,,,D
OUT OF STATE,Dist,777770244,0,0,Bayes Achievement Center Inc,Daniel Bayes,7517 Highway 755 S,Huntsville,77340,936291-3391,,,,,C
OUT OF STATE,School,777770244,0,725,Bayes Achievement Center Inc,Vanessa Eckenrode,7517 State Highway 75 S,Huntsville,77340 2485,936291-3391,,,,,D
OUT OF STATE,Dist,777770245,0,0,Clinicare Corp,Dave Fritsch,10201 W Lincoln Ave,West Allis,53227 2136,414545-9490,,,,,C
OUT OF STATE,School,777770245,0,747,Milwaukee Academy,Dana Dorn,9501 W Watertown Plank Rd,Milwaukee,53226 3552,414257-3141,,,,,D
OUT OF STATE,School,777770245,0,799,Eau Claire Academy-Stop Program,Laurie Van Beek,550 N Dewey St,Eau Claire,54703 3218,715834-6681,,,,,D
OUT OF STATE,School,777770245,0,858,Eau Claire Academy,Laurie Van Beek,550 N Dewey St,Eau Claire,54703 3218,715834-6681,,,,,D
OUT OF STATE,Dist,777770246,0,0,Bancroft Schools & Communities,Toni Pergolin,PO Box 20,Haddonfield,08033 0018,856524-7322,,,,,C
OUT OF STATE,Dist,777770248,0,0,WRFS Services LLC,Adrain Dee Gibson,5233 S 50 E,Wabash,46992 8011,260563-1158,,,,,C
OUT OF STATE,School,777770248,0,773,Compass Rose Academy,Mike Haarer,5233 S 50 E,Wabash,46992 8011,260569-4757,,,,,D
OUT OF STATE,Dist,777770260,0,0,Spectrum Center,Mark Claypool,16360 San Pablo Ave,San Pablo,94806 1242,510741-5440,,,,,C
OUT OF STATE,School,777770260,0,376,Spectrum Center Lake County,Karen Gill,18550 W Millburn Rd,Old Mill Creek,60083 9248,847916-7375,,,,,D
OUT OF STATE,School,777770260,0,377,Spectrum Center L.C. Int,Karen Gill,18550 W Millburn Rd,Old Mill Creek,60083 9248,847916-7375,,,,,D
OUT OF STATE,Dist,777770263,0,0,Provo Canyon School-Orem,Dr. Adam McLain,763 N 1650W,Springville,84663,801227-2000,,,,,C
OUT OF STATE,School,777770263,0,722,Provo Canyon School-Girls,Mr. Tim Marshall,763 N 1650 W,Springville,84663 5066,801227-2000,,,,,D
OUT OF STATE,School,777770263,0,776,Provo Canyon - Springville Campus,Tim Marshall,763 N 1650 W,Springville,84663 5066,801227-2000,,,,,D
OUT OF STATE,Dist,777770264,0,0,Provo Canyon School-Provo,Brad Gerrard,4501 N University Ave,Provo,84604 5504,801227-2100,,,,,C
OUT OF STATE,School,777770264,0,749,Provo Canyon School-Boys,Tim Marshall,4501 N University Ave,Provo,84604 5504,801227-2000,,,,,D
OUT OF STATE,Dist,777770266,0,0,Banner Learning Corp.,Eric A Carlton,8177 Glades Rd Ste 217,Boca Raton,33434 4022,561477-6996,,,,,C
OUT OF STATE,Dist,777770267,0,0,Lakeview Rehabilitation Center,Tina Trudel,1701 Sharp Rd,Waterford,53185 5214,262534-7297,,,,,C
OUT OF STATE,Dist,777770268,0,0,Logos School,Kathleen BoydFenger,9137 Old Bonhomme Rd,Saint Louis,63132 4417,314997-7002,,,,,C
OUT OF STATE,School,777770268,0,602,Logos School,Kathleen BoydFenger,9137 Old Bonhomme Rd,Saint Louis,63132 4417,314997-7002,,,,,D
OUT OF STATE,Dist,777770271,0,0,Nexus Trtmt,David Hutchinson,505 Highway 169 N Ste 500,Plymouth,55441 6447,763553-1637,,,,,C
OUT OF STATE,School,777770271,0,362,Onarga Academy - Expressions,Tara Lemenager,300 East Seminary,Onarga,60955,815268-7440,,106,53,16,D
OUT OF STATE,School,777770271,0,432,Onarga Academy-Adolescent,Tara Lemenager,300 E Seminary,Onarga,60955 1213,815268-7440,,106,53,16,D
OUT OF STATE,School,777770271,0,433,Onarga Academy-Transitional,Tara Lemenager,300 E Seminary,Onarga,60955 1213,815268-7440,,106,53,16,D
OUT OF STATE,School,777770271,0,501,Onarga Academy,Tara Lemenager,300 E Seminary,Onarga,60955 1213,815268-7440,,106,53,16,D
OUT OF STATE,School,777770271,0,522,Nexus-Indian Oaks Academy,Sheila Pickens,101 N Bramble St,Manteno,60950 9303,815802-3753,,34,17,2,D
OUT OF STATE,School,777770271,0,595,Nexus- Indian Oaks Academy Int,Sheila Pickens,101 N Bramble St,Manteno,60950 9303,815802-3753,,,,,D
OUT OF STATE,Dist,777770276,0,0,Edgewood Childrens Center,Vince Hillyer,330 N Gore Ave,Webster Groves,63119 1600,314968-2060,,,,,C
OUT OF STATE,School,777770276,0,755,Great Circle Edgewood Campus-1-1,Darla Hemrick,330 N Gore Ave,Webster Groves,63119 1600,314919-4700,,,,,D
OUT OF STATE,School,777770276,0,917,Great Circle Edgewood Campus,Darla Hemrick,330 N Gore Ave,Webster Groves,63119 1600,314919-4700,,,,,D
OUT OF STATE,School,777770276,0,918,Great Circle Edgewood Campus-Int,Darla Hemrick,330 N Gore Ave,Webster Groves,63119 1600,314919-4700,,,,,D
OUT OF STATE,School,777770276,0,919,Great Circle Edgewood Campus-Aut,Darla Hemrick,330 N Gore Ave,Webster Groves,63119 1600,314968-2060,,,,,D
OUT OF STATE,Dist,777770277,0,0,KidsPeace-Orefield,Susan Mullen,5300 Kidspeace Dr,Orefield,18069 2044,610799-8879,,,,,C
OUT OF STATE,School,777770277,0,738,KidsPeace National Centers Inc,Michelle Williams,5300 Kidspeace Dr,Orefield,18069 2044,610799-8000,,,,,D
OUT OF STATE,Dist,777770280,0,0,Acadia Montana,Carter Anderson,55 Basin Creek Rd,Butte,59701 9704,406496-6347,,,,,C
OUT OF STATE,School,777770280,0,791,Acadia Montana,Kathy Kopf,55 Basin Creek Rd,Butte,59701 9704,406496-6347,,,,,D
OUT OF STATE,Dist,777770281,0,0,Kids Behavioral Health-Utah,Mike Rowley,5899 Rivendell Dr,West Jordan,84081 6500,801561-3377,,,,,C
OUT OF STATE,Dist,777770286,0,0,Diamond Ranch Academy,Cody Warole,433 S Diamond Ranch Parkway,Hurricane,84737,435635-4297,,,,,C
OUT OF STATE,School,777770286,0,719,Diamond Ranch Academy,Reeve Knighton,433 S Diamond Ranch Parkway,Hurricane,84737,435635-4297,,,,,D
OUT OF STATE,Dist,777770293,0,0,Melmark School,Rita M Gardner,2600 Wayland Rd,Berwyn,19312 2307,610353-1726,,,,,C
OUT OF STATE,School,777770293,0,704,Melmark School,Travis C McCoy,2600 Wayland Rd,Berwyn,19312 2307,610325-4986,,,,,D
OUT OF STATE,Dist,777770295,0,0,Giant Steps-St Louis,Betty Berger,7281 Sarah St,Maplewood,63143 2404,314932-1051,,,,,C
OUT OF STATE,School,777770295,0,608,Giant Steps-St Louis,Betty Berger,7281 Sarah St,Maplewood,63143 2404,314932-1051,,,,,D
OUT OF STATE,Dist,777770299,0,0,Woodridge of Missouri LLLC,Neil Campbell,162 Cude Ln,Madison,37115 2202,615860-9230,,,,,C
OUT OF STATE,School,777770299,0,705,Piney Ridge Center,Paul Smith,1000 Hospital Rd,Waynesville,65583 2634,573774-5353,,,,,D
OUT OF STATE,School,777770299,0,951,Piney Ridge-Waynesville SD,Paul Smith,1000 Hospital Rd,Waynesville,65583 2634,573774-5353,,,,,D
OUT OF STATE,Dist,777770300,0,0,Red Rock Canyon School,Melanie Habibian,747 E Saint George Blvd,St George,84770 3035,435673-6111,,,,,C
OUT OF STATE,School,777770300,0,708,Red Rock Canyon School,Brian Pace,747 E Saint George Blvd,St George,84770 3035,435673-6111,,,,,D
OUT OF STATE,Dist,777770303,0,0,Triumph Academy,Bruce Humphries,62 S 950 W,Brigham City,84302 4424,435538-5063,,,,,C
OUT OF STATE,School,777770303,0,920,Triumph Academy,Bruce Humphries,62 S 950 W,Brigham City,84302 4424,435538-5063,,,,,D
OUT OF STATE,Dist,777770307,0,0,Intermountain,Jim Fitzgerald,500 S Lamborn St,Helena,59601 5417,406442-7920,,,,,C
OUT OF STATE,School,777770307,0,714,Intermountain Childrens Home,Marvin Williams,500 S Lamborn St,Helena,59601 5417,406442-7920,,,,,D
OUT OF STATE,Dist,777770310,0,0,Frederic L Chamberlain Center,William Doherty,1 Pleasant St,Middleboro,02346 1101,508947-7825,,,,,C
OUT OF STATE,School,777770310,0,772,Frederic L Chamberlain School,Diane Wilson,1 Pleasant St,Middleboro,02346 1101,508946-9336,,,,,D
OUT OF STATE,School,777770310,0,945,Frederic L Chamberlain Sch Int,Diane Wilson,1 Pleasant St,Middleboro,02346 1101,508946-9336,,,,,D
OUT OF STATE,Dist,777770314,0,0,ECH Every Childs Hope,Michael Brennan,8240 Saint Charles Rock Rd,Saint Louis,63114 4508,314427-3755,,,,,C
OUT OF STATE,School,777770314,0,734,Every Childs Hope  (ECH),Marlina Hunt-Clark,8240 Saint Charles Rock Rd,Saint Louis,63114 4508,314593-2999,,,,,D
OUT OF STATE,Dist,777770315,0,0,Midwest Academy,Carla Brown,2416 340th St,Keokuk,52632 9539,319524-3560,,,,,C
OUT OF STATE,School,777770315,0,960,Midwest Academy,Ben Trane,2416 340th St,Keokuk,52632 9539,319524-3560,,,,,D
OUT OF STATE,Dist,777770316,0,0,Judge Rotenberg Ed Center,Glenda Crookes,250 Turnpike St,Canton,02021 2359,781828-2202,,,,,C
OUT OF STATE,School,777770316,0,711,Judge Rotenberg Turnpike 279,Glenda Crookes,279 Turnpike St,Canton,02021 2310,781828-2202,,,,,D
OUT OF STATE,School,777770316,0,712,Judge Rotenberg Pineneedle Ln 71,Glenda Crookes,71 Pineneedle Ln,Mansfield,02048 1651,781828-2202,,,,,D
OUT OF STATE,School,777770316,0,713,Judge Rotenberg Pineneedle  Ln 73,Glenda Crookes,73 Pineneedle Ln,Mansfield,02048 1651,781828-2202,,,,,D
OUT OF STATE,School,777770316,0,744,Judge Rotenberg - Holbrook,Glenda Crookes,398 South St,Holbrook,02343 1366,781828-2202,,,,,D
OUT OF STATE,School,777770316,0,750,Judge Rotenberg - Norton,Glenda Crookes,31 Shelly Rd,Norton,02766 2109,781828-2202,,,,,D
OUT OF STATE,School,777770316,0,752,Judge Rotenberg - Old Maple,Glenda Crookes,70 Old Maple St,Stoughton,02072 1967,781828-2202,,,,,D
OUT OF STATE,School,777770316,0,759,Judge Rotenberg - Stearns,Glenda Crookes,65 Stearns Ave,Mansfield,02048,781828-2202,,,,,D
OUT OF STATE,School,777770316,0,767,Judge Rotenberg - Stoughton,Glenda Crookes,66 Kevin Clancy Way,Stoughton,02072 3888,781828-2202,,,,,D
OUT OF STATE,School,777770316,0,768,Judge Rotenberg - Talbot,Glenda Crookes,35 Talbot St,Stoughton,02072 2548,781828-2202,,,,,D
OUT OF STATE,School,777770316,0,769,Judge Rotenberg - Turnpike,Glenda Crookes,198 Turnpike St,Canton,02021 2311,781828-2202,,,,,D
OUT OF STATE,School,777770316,0,771,Judge Rotenberg Ed Center-Intensive,Glenda Crookes,250 Turnpike St,Canton,02021 2359,781828-2202,,,,,D
OUT OF STATE,School,777770316,0,774,Judge Rotenberg Ed Center,Glenda Crookes,250 Turnpike St,Canton,02021 2359,781828-2202,,,,,D
OUT OF STATE,Dist,777770317,0,0,Camphill Special School,Bernard Wolf,1784 Fairview Rd,Glenmoore,19343 2624,610469-9236,,,,,C
OUT OF STATE,School,777770317,0,853,Camphill Special School,Bernard Wolf,1784 Fairview Rd,Glenmoore,19343 2624,610469-9236,,,,,D
OUT OF STATE,Dist,777770319,0,0,Damar Services Inc,Dr. Jim Dalton,6067 Decatur Blvd,Indianapolis,46241 9606,317856-5201,,,,,C
OUT OF STATE,School,777770319,0,856,Damar Services Inc,Erin Crick,6067 Decatur Blvd,Indianapolis,46241 9606,317856-5201,,,,,D
OUT OF STATE,School,777770319,0,929,Damar Services Inc - Intensive,Erin Crick,6067 Decatur Blvd,Indianapolis,46241 9606,317856-5201,,,,,D
OUT OF STATE,Dist,777770323,0,0,Zimmerman Consulting,Linda Zimmerman,50 Calle Del Rio,Los Lunas,87031 7556,505866-9271,,,,,C
OUT OF STATE,Dist,777770326,0,0,Children and Youth Services,Ken Allen,5500 Bagley Park Rd,West Jordan,84081 5697,801280-2697,,,,,C
OUT OF STATE,Dist,777770328,0,0,Discovery School of Virginia,Mark Mellus,PO Box 1159,Dillwyn,23936 1159,434983-5616,,,,,C
OUT OF STATE,School,777770328,0,787,Discovery School of VA for Girls,John Case,2697 Copper  Mine Road,Dillwyn,23936 1159,434983-2003,,,,,D
OUT OF STATE,School,777770328,0,837,Discovery School of VA for Boys,John Case,2697 Copper Mine Road,Dillwyn,23936 1160,434983-5616,,,,,D
OUT OF STATE,Dist,777770331,0,0,Harbor Point Academy,Freddie Anderson,301 Fort Ln,Portsmouth,23704 2221,757391-6731,,,,,C
OUT OF STATE,School,777770331,0,628,Harbor Point Academy,Tracey Flemings,301 Fort Ln,Portsmouth,23704 2221,757391-6569,,,,,D
OUT OF STATE,Dist,777770665,0,0,Natl Deaf Academy/Preparatory Sch,Deana Goldstein,19650 US Highway 441,Mt Dora,32757 6959,352735-9500,,,,,C
OUT OF STATE,School,777770665,0,616,Natl Deaf Aca 1:1 - Extended,Ms. Deana Goldstein,19650 US Highway 441,Mount Dora,32757 6959,352735-9500,,,,,D
OUT OF STATE,School,777770665,0,903,Natl Deaf Aca - 1-1 - 16 hour,Deana Goldstein,19650 US Highway 441,Mount Dora,32757 6959,352735-9500,,,,,D
OUT OF STATE,Dist,777770666,0,0,University Charter School,Alan Reiman,PO Box 87,Liberty Hill,78642 0087,512517-2774,,,,,C
OUT OF STATE,School,777770666,0,736,Meridell Achievement Center,Ray Heckerman,PO Box 87,Liberty Hill,78642 0087,512528-2100,,,,,D
OUT OF STATE,Dist,777770667,0,0,Meridell Achievement Center,Alan Reiman,PO Box 87,Liberty Hill,78642 0087,512528-2100,,,,,C
OUT OF STATE,Dist,777770670,0,0,Glen Mills Schools,Randy Ireson,PO Box 5001,Concordville,19331 5001,610459-8100,,,,,C
OUT OF STATE,School,777770670,0,807,Glen Mills Schools,Mr. Jim Chobany,PO Box 5001,Concordville,19331 5001,610459-8100,,,,,D
