SCHOOL_ID,SCHOOL_NAME,STATUS_SY1617,GRADE_CAT_SY1617,GOVERNANCE_SY1617,NETWORK_SY1617,BOUNDARY_SY1617,TA,RA,ANR,RNA,TR,RA/TA,ANR/TA,RA/TR,RNA/TR
609944,GRISSOM,ACTIVE,ES,ISP,District,Attendance Area School,368,323,45,34,357,0.8777173913,0.1222826087,0.9047619048,0.09523809524
609945,GOUDY,ACTIVE,ES,Network 2,District,Attendance Area School,727,449,278,234,683,0.6176066025,0.3823933975,0.6573938507,0.3426061493
609947,GRAHAM ES,ACTIVE,ES,Network 6,District,Attendance Area School,449,215,234,182,397,0.4788418708,0.5211581292,0.5415617128,0.4584382872
609949,GRAY,ACTIVE,ES,Network 1,District,Attendance Area School,1228,1149,79,621,1770,0.9356677524,0.06433224756,0.6491525424,0.3508474576
609950,ORTIZ DE DOMINGUEZ,ACTIVE,ES,Network 7,District,Attendance Area School,596,565,31,200,765,0.9479865772,0.05201342282,0.7385620915,0.2614379085
609952,GREENE,ACTIVE,ES,Network 8,District,Attendance Area School,554,468,86,321,789,0.844765343,0.155234657,0.5931558935,0.4068441065
609954,GREGORY,ACTIVE,ES,Network 5,District,Attendance Area School,356,286,70,544,830,0.8033707865,0.1966292135,0.3445783133,0.6554216867
609955,GRESHAM,ACTIVE,ES,AUSL,District,Attendance Area School,339,222,117,280,502,0.6548672566,0.3451327434,0.4422310757,0.5577689243
609956,GRIMES,ACTIVE,ES,Network 10,District,Attendance Area School,467,405,62,63,468,0.8672376874,0.1327623126,0.8653846154,0.1346153846
609959,HAINES,ACTIVE,ES,Network 6,District,Attendance Area School,671,489,182,68,557,0.7287630402,0.2712369598,0.8779174147,0.1220825853
609960,HALE,ACTIVE,ES,Network 10,District,Attendance Area School,974,898,76,139,1037,0.9219712526,0.07802874743,0.8659594986,0.1340405014
609961,NINOS HEROES,ACTIVE,ES,Network 12,District,Attendance Area School,373,253,120,163,416,0.6782841823,0.3217158177,0.6081730769,0.3918269231
609963,HAMILTON,ACTIVE,ES,ISP,District,Attendance Area School,477,176,301,104,280,0.3689727463,0.6310272537,0.6285714286,0.3714285714
609964,HAMLINE,ACTIVE,ES,Network 8,District,Attendance Area School,610,542,68,400,942,0.8885245902,0.1114754098,0.5753715499,0.4246284501
609966,HAMMOND,ACTIVE,ES,Network 7,District,Attendance Area School,458,325,133,331,656,0.7096069869,0.2903930131,0.4954268293,0.5045731707
609967,FINKL,ACTIVE,ES,Network 7,District,Attendance Area School,428,267,161,502,769,0.6238317757,0.3761682243,0.3472041612,0.6527958388
609968,MCAULIFFE,ACTIVE,ES,Network 4,District,Attendance Area School,764,597,167,359,956,0.7814136126,0.2185863874,0.6244769874,0.3755230126
609969,HARTE,ACTIVE,ES,Network 9,District,Attendance Area School,330,128,202,133,261,0.3878787879,0.6121212121,0.4904214559,0.5095785441
609971,HARVARD,ACTIVE,ES,AUSL,District,Attendance Area School,427,309,118,475,784,0.7236533958,0.2763466042,0.3941326531,0.6058673469
609972,HAUGAN,ACTIVE,ES,Network 1,District,Attendance Area School,957,914,43,700,1614,0.9550679206,0.04493207941,0.5662949195,0.4337050805
609973,ZAPATA,ACTIVE,ES,ISP,District,Attendance Area School,835,794,41,106,900,0.9508982036,0.04910179641,0.8822222222,0.1177777778
609975,HAY,ACTIVE,ES,Network 3,District,Attendance Area School,425,242,183,318,560,0.5694117647,0.4305882353,0.4321428571,0.5678571429
609976,HAYT,ACTIVE,ES,Network 2,District,Attendance Area School,1049,883,166,526,1409,0.8417540515,0.1582459485,0.6266855926,0.3733144074
609978,SMITH,ACTIVE,ES,Network 13,District,Attendance Area School,374,252,122,248,500,0.6737967914,0.3262032086,0.504,0.496
609979,HEALY,ACTIVE,ES,Network 6,District,Attendance Area School,1472,1411,61,296,1707,0.9585597826,0.04144021739,0.8265963679,0.1734036321
609981,HEARST,ACTIVE,ES,Network 10,District,Attendance Area School,359,278,81,400,678,0.7743732591,0.2256267409,0.4100294985,0.5899705015
609983,HEDGES,ACTIVE,ES,Network 8,District,Attendance Area School,692,461,231,262,723,0.6661849711,0.3338150289,0.6376210235,0.3623789765
609985,HEFFERAN,ACTIVE,ES,Network 5,District,Attendance Area School,368,284,84,470,754,0.7717391304,0.2282608696,0.3766578249,0.6233421751
609986,HENDERSON,ACTIVE,ES,Network 11,District,Attendance Area School,263,203,60,334,537,0.7718631179,0.2281368821,0.3780260708,0.6219739292
609987,HENDRICKS,ACTIVE,ES,Network 9,District,Attendance Area School,225,118,107,299,417,0.5244444444,0.4755555556,0.2829736211,0.7170263789
609988,HENRY,ACTIVE,ES,Network 1,District,Attendance Area School,548,431,117,485,916,0.7864963504,0.2135036496,0.4705240175,0.5294759825
609990,SOUTH LOOP,ACTIVE,ES,ISP,District,Attendance Area School,779,612,167,235,847,0.7856225931,0.2143774069,0.7225501771,0.2774498229
609991,HERZL,ACTIVE,ES,AUSL,District,Attendance Area School,657,307,350,421,728,0.4672754947,0.5327245053,0.4217032967,0.5782967033
609993,LARA,ACTIVE,ES,Network 8,District,Attendance Area School,474,397,77,198,595,0.8375527426,0.1624472574,0.6672268908,0.3327731092
609994,HIBBARD,ACTIVE,ES,Network 1,District,Attendance Area School,1048,893,155,325,1218,0.8520992366,0.1479007634,0.7331691297,0.2668308703
609995,HITCH,ACTIVE,ES,Network 1,District,Attendance Area School,593,560,33,171,731,0.9443507589,0.05564924115,0.7660738714,0.2339261286
609996,HOLDEN,ACTIVE,ES,Network 6,District,Attendance Area School,498,430,68,278,708,0.8634538153,0.1365461847,0.6073446328,0.3926553672
609997,HOLMES,ACTIVE,ES,Network 11,District,Attendance Area School,212,139,73,203,342,0.6556603774,0.3443396226,0.4064327485,0.5935672515
610000,HOWE,ACTIVE,ES,AUSL,District,Attendance Area School,498,334,164,375,709,0.6706827309,0.3293172691,0.4710860367,0.5289139633
610002,HOYNE,ACTIVE,ES,Network 12,District,Attendance Area School,250,95,155,109,204,0.38,0.62,0.4656862745,0.5343137255
610003,CUFFE,ACTIVE,ES,Network 11,District,Attendance Area School,358,221,137,243,464,0.6173184358,0.3826815642,0.4762931034,0.5237068966
610004,CULLEN,ACTIVE,ES,Network 13,District,Attendance Area School,172,134,38,264,398,0.7790697674,0.2209302326,0.3366834171,0.6633165829
610005,HUGHES C,ACTIVE,ES,Network 5,District,Attendance Area School,275,164,111,323,487,0.5963636364,0.4036363636,0.3367556468,0.6632443532
610006,HURLEY,ACTIVE,ES,Network 10,District,Attendance Area School,866,820,46,117,937,0.9468822171,0.05311778291,0.8751334045,0.1248665955
610010,JAHN,ACTIVE,ES,Network 4,District,Attendance Area School,344,141,203,229,370,0.4098837209,0.5901162791,0.3810810811,0.6189189189
610011,JAMIESON,ACTIVE,ES,Network 2,District,Attendance Area School,875,792,83,484,1276,0.9051428571,0.09485714286,0.6206896552,0.3793103448
610012,JENNER,ACTIVE,ES,Network 6,District,Attendance Area School,238,96,142,168,264,0.4033613445,0.5966386555,0.3636363636,0.6363636364
610013,PILSEN,ACTIVE,ES,Network 7,District,Attendance Area School,360,174,186,146,320,0.4833333333,0.5166666667,0.54375,0.45625
610015,JUNGMAN,ACTIVE,ES,Network 7,District,Attendance Area School,291,164,127,198,362,0.5635738832,0.4364261168,0.453038674,0.546961326
610016,KELLOGG,ACTIVE,ES,Network 10,District,Attendance Area School,250,163,87,99,262,0.652,0.348,0.6221374046,0.3778625954
610021,CASALS,ACTIVE,ES,AUSL,District,Attendance Area School,456,249,207,352,601,0.5460526316,0.4539473684,0.4143094842,0.5856905158
610022,KILMER,ACTIVE,ES,Network 2,District,Attendance Area School,793,610,183,543,1153,0.7692307692,0.2307692308,0.5290546401,0.4709453599
610024,CARDENAS,ACTIVE,ES,Network 7,District,Attendance Area School,614,563,51,189,752,0.9169381107,0.08306188925,0.7486702128,0.2513297872
610026,KINZIE,ACTIVE,ES,ISP,District,Attendance Area School,682,570,112,84,654,0.8357771261,0.1642228739,0.871559633,0.128440367
610027,KIPLING,ACTIVE,ES,Network 11,District,Attendance Area School,310,177,133,152,329,0.5709677419,0.4290322581,0.537993921,0.462006079
610029,LOZANO,ACTIVE,ES,Network 6,District,Attendance Area School,232,89,143,132,221,0.3836206897,0.6163793103,0.4027149321,0.5972850679
610030,KOZMINSKI,ACTIVE,ES,Network 9,District,Attendance Area School,285,78,207,180,258,0.2736842105,0.7263157895,0.3023255814,0.6976744186
610032,GREEN,ACTIVE,ES,Network 11,District,Attendance Area School,379,177,202,180,357,0.4670184697,0.5329815303,0.4957983193,0.5042016807
610034,LAWNDALE,ACTIVE,ES,Network 5,District,Attendance Area School,301,106,195,360,466,0.3521594684,0.6478405316,0.2274678112,0.7725321888
610036,LEWIS,ACTIVE,ES,AUSL,District,Attendance Area School,473,373,100,620,993,0.7885835095,0.2114164905,0.3756294058,0.6243705942
610037,LIBBY,ACTIVE,ES,Network 11,District,Attendance Area School,375,277,98,253,530,0.7386666667,0.2613333333,0.5226415094,0.4773584906
610038,LINCOLN,ACTIVE,ES,Network 4,District,Attendance Area School,853,776,77,215,991,0.9097303634,0.09026963658,0.7830474268,0.2169525732
610039,VON LINNE,ACTIVE,ES,Network 4,District,Attendance Area School,648,409,239,318,727,0.6311728395,0.3688271605,0.5625859697,0.4374140303
610040,LLOYD,ACTIVE,ES,ISP,District,Attendance Area School,1155,1011,144,509,1520,0.8753246753,0.1246753247,0.6651315789,0.3348684211
610041,LOCKE J,ACTIVE,ES,Network 3,District,Attendance Area School,1359,1274,85,621,1895,0.9374540103,0.0625459897,0.6722955145,0.3277044855
610043,LOVETT,ACTIVE,ES,Network 3,District,Attendance Area School,404,343,61,315,658,0.849009901,0.150990099,0.5212765957,0.4787234043
610044,LOWELL,ACTIVE,ES,Network 5,District,Attendance Area School,509,310,199,506,816,0.6090373281,0.3909626719,0.3799019608,0.6200980392
610046,LYON,ACTIVE,ES,Network 3,District,Attendance Area School,1504,1420,84,750,2170,0.9441489362,0.05585106383,0.6543778802,0.3456221198
610047,MADISON,ACTIVE,ES,Network 12,District,Attendance Area School,230,142,88,262,404,0.6173913043,0.3826086957,0.3514851485,0.6485148515
610048,MANIERRE,ACTIVE,ES,Network 4,District,Attendance Area School,356,277,79,428,705,0.7780898876,0.2219101124,0.3929078014,0.6070921986
610051,NORTHWEST,ACTIVE,ES,Network 3,District,Attendance Area School,492,418,74,695,1113,0.8495934959,0.1504065041,0.3755615454,0.6244384546
610052,MANN,ACTIVE,ES,Network 12,District,Attendance Area School,390,304,86,443,747,0.7794871795,0.2205128205,0.406961178,0.593038822
610053,MARQUETTE,ACTIVE,ES,AUSL,District,Attendance Area School,1160,980,180,541,1521,0.8448275862,0.1551724138,0.644312952,0.355687048
610054,MARSH,ACTIVE,ES,Network 13,District,Attendance Area School,799,726,73,44,770,0.9086357947,0.09136420526,0.9428571429,0.05714285714
610055,FARADAY,ACTIVE,ES,Network 5,District,Attendance Area School,306,134,172,376,510,0.4379084967,0.5620915033,0.262745098,0.737254902
610056,MASON,ACTIVE,ES,Network 5,District,Attendance Area School,370,205,165,439,644,0.5540540541,0.4459459459,0.3183229814,0.6816770186
610057,FAIRFIELD,ACTIVE,ES,Network 10,District,Attendance Area School,592,420,172,358,778,0.7094594595,0.2905405405,0.5398457584,0.4601542416
610059,MAYER,ACTIVE,ES,Network 4,District,Attendance Area School,730,458,272,100,558,0.6273972603,0.3726027397,0.8207885305,0.1792114695
610062,MCCLELLAN,ACTIVE,ES,Network 6,District,Attendance Area School,366,135,231,216,351,0.368852459,0.631147541,0.3846153846,0.6153846154
610063,MCCORMICK,ACTIVE,ES,Network 7,District,Attendance Area School,794,724,70,85,809,0.9118387909,0.08816120907,0.8949320148,0.1050679852
610065,TILL,ACTIVE,ES,Network 9,District,Attendance Area School,360,247,113,350,597,0.6861111111,0.3138888889,0.4137353434,0.5862646566
610067,MCKAY,ACTIVE,ES,Network 10,District,Attendance Area School,813,623,190,667,1290,0.766297663,0.233702337,0.4829457364,0.5170542636
610068,HANSON PARK,ACTIVE,ES,Network 3,District,Attendance Area School,1541,1285,256,449,1734,0.8338741077,0.1661258923,0.7410611303,0.2589388697
610070,MCPHERSON,ACTIVE,ES,Network 2,District,Attendance Area School,737,250,487,344,594,0.3392130258,0.6607869742,0.4208754209,0.5791245791
610073,MITCHELL,ACTIVE,ES,ISP,District,Attendance Area School,398,120,278,76,196,0.3015075377,0.6984924623,0.612244898,0.387755102
610074,MONROE,ACTIVE,ES,Network 4,District,Attendance Area School,899,741,158,439,1180,0.8242491657,0.1757508343,0.6279661017,0.3720338983
610076,MOOS,ACTIVE,ES,ISP,District,Attendance Area School,520,263,257,368,631,0.5057692308,0.4942307692,0.4167987322,0.5832012678
610077,MORRILL,ACTIVE,ES,Network 10,District,Attendance Area School,753,615,138,494,1109,0.8167330677,0.1832669323,0.5545536519,0.4454463481
610082,MOUNT GREENWOOD,ACTIVE,ES,ISP,District,Attendance Area School,1107,1082,25,101,1183,0.9774164408,0.02258355917,0.9146238377,0.0853761623
610086,MOUNT VERNON,ACTIVE,ES,Network 13,District,Attendance Area School,260,161,99,184,345,0.6192307692,0.3807692308,0.4666666667,0.5333333333
610088,MOZART,ACTIVE,ES,Network 4,District,Attendance Area School,710,648,62,424,1072,0.9126760563,0.08732394366,0.6044776119,0.3955223881
610089,MURPHY,ACTIVE,ES,Network 1,District,Attendance Area School,561,451,110,219,670,0.8039215686,0.1960784314,0.6731343284,0.3268656716
610091,BROWN R,ACTIVE,ES,Network 13,District,Attendance Area School,353,233,120,118,351,0.6600566572,0.3399433428,0.6638176638,0.3361823362
610092,NASH,ACTIVE,ES,Network 3,District,Attendance Area School,336,267,69,309,576,0.7946428571,0.2053571429,0.4635416667,0.5364583333
610093,NEIL,ACTIVE,ES,Network 12,District,Attendance Area School,285,85,200,93,178,0.298245614,0.701754386,0.4775280899,0.5224719101
610094,NETTELHORST,ACTIVE,ES,Network 4,District,Attendance Area School,822,686,136,151,837,0.8345498783,0.1654501217,0.8195937873,0.1804062127
610096,NIGHTINGALE,ACTIVE,ES,ISP,District,Attendance Area School,1280,1159,121,642,1801,0.90546875,0.09453125,0.6435313715,0.3564686285
610097,NIXON,ACTIVE,ES,Network 4,District,Attendance Area School,883,843,40,542,1385,0.9546998867,0.04530011325,0.6086642599,0.3913357401
610098,NOBEL,ACTIVE,ES,ISP,District,Attendance Area School,882,649,233,444,1093,0.7358276644,0.2641723356,0.593778591,0.406221409
610099,NORWOOD PARK,ACTIVE,ES,Network 1,District,Attendance Area School,411,193,218,18,211,0.4695863747,0.5304136253,0.9146919431,0.08530805687
610100,WEST PARK,ACTIVE,ES,Network 5,District,Attendance Area School,648,465,183,343,808,0.7175925926,0.2824074074,0.5754950495,0.4245049505
610101,OGDEN ES,ACTIVE,ES,Network 6,District,Attendance Area School,836,796,40,495,1291,0.95215311,0.04784688995,0.6165762974,0.3834237026
610102,OGLESBY,ACTIVE,ES,Network 11,District,Attendance Area School,466,357,109,335,692,0.7660944206,0.2339055794,0.5158959538,0.4841040462
610103,OKEEFFE,ACTIVE,ES,AUSL,District,Attendance Area School,647,448,199,499,947,0.6924265842,0.3075734158,0.4730728617,0.5269271383
610104,ONAHAN,ACTIVE,ES,Network 1,District,Attendance Area School,639,610,29,111,721,0.9546165884,0.04538341158,0.8460471567,0.1539528433
610105,ORIOLE PARK,ACTIVE,ES,Network 1,District,Attendance Area School,733,672,61,66,738,0.9167803547,0.08321964529,0.9105691057,0.08943089431
610106,PICCOLO,ACTIVE,ES,AUSL,District,Attendance Area School,603,492,111,513,1005,0.815920398,0.184079602,0.4895522388,0.5104477612
610107,OTIS,ACTIVE,ES,Network 6,District,Attendance Area School,497,249,248,393,642,0.5010060362,0.4989939638,0.3878504673,0.6121495327
610108,OTOOLE,ACTIVE,ES,Network 11,District,Attendance Area School,401,300,101,677,977,0.7481296758,0.2518703242,0.307062436,0.692937564
610110,WELLS ES,ACTIVE,ES,Network 9,District,Attendance Area School,392,161,231,207,368,0.4107142857,0.5892857143,0.4375,0.5625
610111,PALMER,ACTIVE,ES,Network 1,District,Attendance Area School,833,748,85,287,1035,0.8979591837,0.1020408163,0.722705314,0.277294686
610112,PARKER,ACTIVE,ES,Network 11,District,Attendance Area School,563,148,415,130,278,0.2628774423,0.7371225577,0.5323741007,0.4676258993
610115,PARK MANOR,ACTIVE,ES,Network 12,District,Attendance Area School,330,209,121,309,518,0.6333333333,0.3666666667,0.4034749035,0.5965250965
610116,PARKSIDE,ACTIVE,ES,Network 12,District,Attendance Area School,251,170,81,246,416,0.6772908367,0.3227091633,0.4086538462,0.5913461538
610117,PASTEUR,ACTIVE,ES,Network 8,District,Attendance Area School,1266,1202,64,356,1558,0.9494470774,0.05055292259,0.7715019255,0.2284980745
610120,PECK,ACTIVE,ES,ISP,District,Attendance Area School,1656,1474,182,390,1864,0.8900966184,0.1099033816,0.7907725322,0.2092274678
610121,IRVING,ACTIVE,ES,Network 6,District,Attendance Area School,478,69,409,117,186,0.1443514644,0.8556485356,0.3709677419,0.6290322581
610122,PEIRCE,ACTIVE,ES,Network 2,District,Attendance Area School,1028,555,473,287,842,0.5398832685,0.4601167315,0.6591448931,0.3408551069
610123,PENN,ACTIVE,ES,Network 5,District,Attendance Area School,362,210,152,386,596,0.5801104972,0.4198895028,0.3523489933,0.6476510067
610124,WASHINGTON H ES,ACTIVE,ES,Network 12,District,Attendance Area School,371,250,121,300,550,0.6738544474,0.3261455526,0.4545454545,0.5454545455
610125,RUIZ,ACTIVE,ES,Network 7,District,Attendance Area School,773,621,152,298,919,0.8033635188,0.1966364812,0.675734494,0.324265506
610126,PERSHING,ACTIVE,ES,Network 9,District,Attendance Area School,628,163,465,137,300,0.2595541401,0.7404458599,0.5433333333,0.4566666667
610127,PETERSON,ACTIVE,ES,Network 1,District,Attendance Area School,879,804,75,193,997,0.9146757679,0.08532423208,0.8064192578,0.1935807422
610128,GARVEY,ACTIVE,ES,Network 13,District,Attendance Area School,241,200,41,198,398,0.8298755187,0.1701244813,0.5025125628,0.4974874372
610129,PICKARD,ACTIVE,ES,Network 7,District,Attendance Area School,475,332,143,228,560,0.6989473684,0.3010526316,0.5928571429,0.4071428571
610130,PIRIE,ACTIVE,ES,Network 12,District,Attendance Area School,287,211,76,299,510,0.7351916376,0.2648083624,0.4137254902,0.5862745098
610131,PLAMONDON,ACTIVE,ES,Network 5,District,Attendance Area School,144,86,58,94,180,0.5972222222,0.4027777778,0.4777777778,0.5222222222
610133,WARD L,ACTIVE,ES,Network 5,District,Attendance Area School,513,330,183,604,934,0.6432748538,0.3567251462,0.3533190578,0.6466809422
610135,PORTAGE PARK,ACTIVE,ES,Network 1,District,Attendance Area School,933,841,92,448,1289,0.9013933548,0.09860664523,0.6524437548,0.3475562452
610136,PRESCOTT,ACTIVE,ES,Network 4,District,Attendance Area School,375,121,254,131,252,0.3226666667,0.6773333333,0.4801587302,0.5198412698
610137,PRUSSING,ACTIVE,ES,Network 1,District,Attendance Area School,705,631,74,241,872,0.895035461,0.104964539,0.7236238532,0.2763761468
610138,PULASKI,ACTIVE,ES,Network 6,District,Attendance Area School,911,345,566,231,576,0.3787047201,0.6212952799,0.5989583333,0.4010416667
610139,PULLMAN,ACTIVE,ES,Network 13,District,Attendance Area School,351,205,146,296,501,0.584045584,0.415954416,0.4091816367,0.5908183633
610141,RAVENSWOOD,ACTIVE,ES,Network 2,District,Attendance Area School,549,252,297,154,406,0.4590163934,0.5409836066,0.6206896552,0.3793103448
610142,RAY,ACTIVE,ES,Network 9,District,Attendance Area School,718,333,385,184,517,0.4637883008,0.5362116992,0.6441005803,0.3558994197
610143,REAVIS,ACTIVE,ES,Network 9,District,Attendance Area School,239,158,81,414,572,0.6610878661,0.3389121339,0.2762237762,0.7237762238
610144,REILLY,ACTIVE,ES,Network 4,District,Attendance Area School,998,849,149,568,1417,0.8507014028,0.1492985972,0.5991531404,0.4008468596
610145,REINBERG,ACTIVE,ES,Network 1,District,Attendance Area School,852,623,229,447,1070,0.7312206573,0.2687793427,0.5822429907,0.4177570093
610146,REVERE,ACTIVE,ES,Network 12,District,Attendance Area School,225,144,81,195,339,0.64,0.36,0.4247787611,0.5752212389
610147,ROGERS,ACTIVE,ES,Network 2,District,Attendance Area School,783,668,115,155,823,0.8531289911,0.1468710089,0.8116646416,0.1883353584
610148,CHAVEZ,ACTIVE,ES,ISP,District,Attendance Area School,997,556,441,157,713,0.5576730191,0.4423269809,0.7798036466,0.2201963534
610152,RUGGLES,ACTIVE,ES,Network 12,District,Attendance Area School,405,231,174,338,569,0.5703703704,0.4296296296,0.4059753954,0.5940246046
610153,RYDER,ACTIVE,ES,Network 11,District,Attendance Area School,395,230,165,312,542,0.582278481,0.417721519,0.4243542435,0.5756457565
610155,SAUGANASH,ACTIVE,ES,Network 1,District,Attendance Area School,583,569,14,125,694,0.9759862779,0.02401372213,0.8198847262,0.1801152738
610157,SAWYER,ACTIVE,ES,Network 8,District,Attendance Area School,1660,1589,71,492,2081,0.9572289157,0.04277108434,0.7635752042,0.2364247958
610158,SAYRE,ACTIVE,ES,Network 3,District,Attendance Area School,459,405,54,189,594,0.8823529412,0.1176470588,0.6818181818,0.3181818182
610159,SCAMMON,ACTIVE,ES,Network 1,District,Attendance Area School,800,681,119,549,1230,0.85125,0.14875,0.5536585366,0.4463414634
610165,SCHUBERT,ACTIVE,ES,Network 3,District,Attendance Area School,855,741,114,573,1314,0.8666666667,0.1333333333,0.5639269406,0.4360730594
610167,SEWARD,ACTIVE,ES,Network 8,District,Attendance Area School,738,548,190,166,714,0.7425474255,0.2574525745,0.7675070028,0.2324929972
610170,COLUMBIA EXPLORERS,ACTIVE,ES,Network 8,District,Attendance Area School,1165,1008,157,602,1610,0.8652360515,0.1347639485,0.6260869565,0.3739130435
610171,MIRELES,ACTIVE,ES,Network 12,District,Attendance Area School,572,505,67,394,899,0.8828671329,0.1171328671,0.5617352614,0.4382647386
610172,SHERMAN,ACTIVE,ES,AUSL,District,Attendance Area School,290,217,73,253,470,0.7482758621,0.2517241379,0.4617021277,0.5382978723
610173,SHERWOOD,ACTIVE,ES,Network 11,District,Attendance Area School,334,160,174,129,289,0.4790419162,0.5209580838,0.553633218,0.446366782
610174,SHIELDS,ACTIVE,ES,Network 8,District,Attendance Area School,957,886,71,620,1506,0.9258098224,0.07419017764,0.588313413,0.411686587
610175,SHOESMITH,ACTIVE,ES,Network 9,District,Attendance Area School,355,173,182,215,388,0.4873239437,0.5126760563,0.4458762887,0.5541237113
610176,SHOOP,ACTIVE,ES,Network 13,District,Attendance Area School,475,409,66,335,744,0.8610526316,0.1389473684,0.5497311828,0.4502688172
