SCHOOL_ID,SCHOOL_NAME,STATUS_SY1617,GRADE_CAT_SY1617,GOVERNANCE_SY1617,NETWORK_SY1617,BOUNDARY_SY1617,TA,RA,ANR,RNA,TR,RA/TA,ANR/TA,RA/TR,RNA/TR
610081,SHERIDAN,ACTIVE,ES,Network 6,District,Citywide,563,0,563,0,0,0,1,#DIV/0!,#DIV/0!
610083,BEARD,ACTIVE,ES,Network 1,District,Citywide,173,0,173,0,0,0,1,#DIV/0!,#DIV/0!
610084,KELLER,ACTIVE,ES,ISP,District,Citywide,241,0,241,0,0,0,1,#DIV/0!,#DIV/0!
610087,BLAIR,ACTIVE,ES,Network 10,District,Citywide,154,0,154,0,0,0,1,#DIV/0!,#DIV/0!
610090,MURRAY,ACTIVE,ES,Network 9,District,Citywide,520,0,520,0,0,0,1,#DIV/0!,#DIV/0!
610095,NEWBERRY,ACTIVE,ES,Network 4,District,Citywide,574,0,574,0,0,0,1,#DIV/0!,#DIV/0!
610109,OWEN,ACTIVE,ES,Network 10,District,Citywide,263,0,263,0,0,0,1,#DIV/0!,#DIV/0!
610132,POE,ACTIVE,ES,Network 13,District,Citywide,214,0,214,0,0,0,1,#DIV/0!,#DIV/0!
610163,STOCK,ACTIVE,ES,Network 1,District,Citywide,239,0,239,0,0,0,1,#DIV/0!,#DIV/0!
610191,STONE,ACTIVE,ES,Network 2,District,Citywide,626,0,626,0,0,0,1,#DIV/0!,#DIV/0!
610201,THORP O,ACTIVE,ES,Network 1,District,Citywide,840,0,840,0,0,0,1,#DIV/0!,#DIV/0!
610207,VANDERPOEL,ACTIVE,ES,Network 10,District,Citywide,287,0,287,0,0,0,1,#DIV/0!,#DIV/0!
610244,CLARK HS,ACTIVE,HS,Network 3,District,Citywide,548,0,548,0,0,0,1,#DIV/0!,#DIV/0!
610245,DOUGLASS HS,ACTIVE,HS,Network 3,District,Citywide,175,0,175,0,0,0,1,#DIV/0!,#DIV/0!
610246,BEASLEY,ACTIVE,ES,Network 9,District,Citywide,1353,0,1353,0,0,0,1,#DIV/0!,#DIV/0!
610248,CHICAGO ACADEMY ES,ACTIVE,ES,AUSL,District,Citywide,601,0,601,0,0,0,1,#DIV/0!,#DIV/0!
610249,TALMAN,ACTIVE,ES,ISP,District,Citywide,445,0,445,0,0,0,1,#DIV/0!,#DIV/0!
610250,SALAZAR,ACTIVE,ES,Network 6,District,Citywide,366,0,366,0,0,0,1,#DIV/0!,#DIV/0!
610287,ASHBURN,ACTIVE,ES,Network 10,District,Citywide,507,0,507,0,0,0,1,#DIV/0!,#DIV/0!
610298,LENART,ACTIVE,ES,ISP,District,Citywide,288,0,288,0,0,0,1,#DIV/0!,#DIV/0!
610304,PHOENIX MILITARY HS,ACTIVE,HS,Service Leadership Academies,District,Citywide,540,0,540,0,0,0,1,#DIV/0!,#DIV/0!
610308,RUDOLPH,ACTIVE,ES,Network 6,District,Citywide,93,0,93,0,0,0,1,#DIV/0!,#DIV/0!
610334,RABY HS,ACTIVE,HS,Network 5,District,Citywide,416,0,416,0,0,0,1,#DIV/0!,#DIV/0!
610340,CHICAGO ACADEMY HS,ACTIVE,HS,AUSL,District,Citywide,549,0,549,0,0,0,1,#DIV/0!,#DIV/0!
610342,SABIN,ACTIVE,ES,Network 5,District,Citywide,602,0,602,0,0,0,1,#DIV/0!,#DIV/0!
610350,BLACK,ACTIVE,ES,Network 12,District,Citywide,444,0,444,0,0,0,1,#DIV/0!,#DIV/0!
610354,NORTH RIVER,ACTIVE,ES,Network 1,District,Citywide,327,0,327,0,0,0,1,#DIV/0!,#DIV/0!
610357,SPRY HS,ACTIVE,HS,Network 7,District,Citywide,162,0,162,0,0,0,1,#DIV/0!,#DIV/0!
610363,DISNEY,ACTIVE,ES,ISP,District,Citywide,1564,0,1564,0,0,0,1,#DIV/0!,#DIV/0!
610380,WILLIAMS HS,ACTIVE,HS,Network 9,District,Citywide,237,0,237,0,0,0,1,#DIV/0!,#DIV/0!
610381,BRONZEVILLE HS,ACTIVE,HS,Network 9,District,Citywide,376,0,376,0,0,0,1,#DIV/0!,#DIV/0!
610386,PEACE AND EDUCATION HS,ACTIVE,HS,ISP,District,Citywide,113,0,113,0,0,0,1,#DIV/0!,#DIV/0!
610390,RICKOVER MILITARY HS,ACTIVE,HS,Service Leadership Academies,District,Citywide,567,0,567,0,0,0,1,#DIV/0!,#DIV/0!
610391,LINDBLOM HS,ACTIVE,HS,Network 11,District,Citywide,1294,0,1294,0,0,0,1,#DIV/0!,#DIV/0!
610394,UPLIFT HS,ACTIVE,HS,Network 2,District,Citywide,301,0,301,0,0,0,1,#DIV/0!,#DIV/0!
610402,DEVRY HS,ACTIVE,HS,Network 4,District,Citywide,196,0,196,0,0,0,1,#DIV/0!,#DIV/0!
610405,SUDER,ACTIVE,ES,Network 6,District,Citywide,411,0,411,0,0,0,1,#DIV/0!,#DIV/0!
610499,COLLINS HS,ACTIVE,HS,AUSL,District,Citywide,295,0,295,0,0,0,1,#DIV/0!,#DIV/0!
610503,FRAZIER PROSPECTIVE,ACTIVE,ES,Network 5,District,Citywide,252,0,252,0,0,0,1,#DIV/0!,#DIV/0!
610504,THOMAS,ACTIVE,ES,Network 8,District,Citywide,161,0,161,0,0,0,1,#DIV/0!,#DIV/0!
610506,TEAM HS,ACTIVE,HS,Network 11,District,Citywide,160,0,160,0,0,0,1,#DIV/0!,#DIV/0!
610513,AIR FORCE HS,ACTIVE,HS,Service Leadership Academies,District,Citywide,335,0,335,0,0,0,1,#DIV/0!,#DIV/0!
610515,DISNEY II ES,ACTIVE,ES,Network 1,District,Citywide,428,0,428,0,0,0,1,#DIV/0!,#DIV/0!
610520,LASALLE II,ACTIVE,ES,ISP,District,Citywide,595,0,595,0,0,0,1,#DIV/0!,#DIV/0!
610521,DAVIS M,ACTIVE,ES,Network 11,District,Citywide,261,0,261,0,0,0,1,#DIV/0!,#DIV/0!
610524,ALCOTT HS,ACTIVE,HS,Network 4,District,Citywide,331,0,331,0,0,0,1,#DIV/0!,#DIV/0!
610529,OGDEN HS,ACTIVE,HS,Network 6,District,Citywide,716,0,716,0,0,0,1,#DIV/0!,#DIV/0!
610530,SOUTH SHORE ES,ACTIVE,ES,Network 12,District,Citywide,453,0,453,0,0,0,1,#DIV/0!,#DIV/0!
610534,SKINNER NORTH,ACTIVE,ES,ISP,District,Citywide,488,0,488,0,0,0,1,#DIV/0!,#DIV/0!
610547,SOUTH SHORE INTL HS,ACTIVE,HS,Network 12,District,Citywide,591,0,591,0,0,0,1,#DIV/0!,#DIV/0!
610548,STEM,ACTIVE,ES,Network 6,District,Citywide,461,0,461,0,0,0,1,#DIV/0!,#DIV/0!
610555,BANNER WEST HS,ACTIVE,HS,Options,ALOP,Citywide,241,0,241,0,0,0,1,#DIV/0!,#DIV/0!
610557,PATHWAYS - ASHBURN HS,ACTIVE,HS,Options,ALOP,Citywide,199,0,199,0,0,0,1,#DIV/0!,#DIV/0!
610558,GOODE HS,ACTIVE,HS,Network 10,District,Citywide,861,0,861,0,0,0,1,#DIV/0!,#DIV/0!
610561,CRANE MEDICAL HS,ACTIVE,HS,Network 6,District,Citywide,590,0,590,0,0,0,1,#DIV/0!,#DIV/0!
610563,BACK OF THE YARDS HS,ACTIVE,HS,Network 8,District,Citywide,1044,0,1044,0,0,0,1,#DIV/0!,#DIV/0!
610564,DISNEY II HS,ACTIVE,HS,ISP,District,Citywide,730,0,730,0,0,0,1,#DIV/0!,#DIV/0!
610565,CAMELOT - EXCEL ENGLEWOOD HS,ACTIVE,HS,Options,Contract,Citywide,215,0,215,0,0,0,1,#DIV/0!,#DIV/0!
610566,MAGIC JOHNSON - N LAWNDALE HS,ACTIVE,HS,Options,ALOP,Citywide,178,0,178,0,0,0,1,#DIV/0!,#DIV/0!
610567,MAGIC JOHNSON - ROSELAND HS,ACTIVE,HS,Options,ALOP,Citywide,202,0,202,0,0,0,1,#DIV/0!,#DIV/0!
610568,PATHWAYS - AVONDALE HS,ACTIVE,HS,Options,ALOP,Citywide,250,0,250,0,0,0,1,#DIV/0!,#DIV/0!
610569,OMBUDSMAN - NORTHWEST HS,ACTIVE,HS,Options,ALOP,Citywide,257,0,257,0,0,0,1,#DIV/0!,#DIV/0!
610570,OMBUDSMAN - SOUTH HS,ACTIVE,HS,Options,ALOP,Citywide,461,0,461,0,0,0,1,#DIV/0!,#DIV/0!
610571,OMBUDSMAN - WEST HS,ACTIVE,HS,Options,ALOP,Citywide,365,0,365,0,0,0,1,#DIV/0!,#DIV/0!
610572,CAMELOT SAFE ES,ACTIVE,ES,Options,Safe,Citywide,12,0,12,0,0,0,1,#DIV/0!,#DIV/0!
610573,CAMELOT SAFE HS,ACTIVE,HS,Options,Safe,Citywide,12,0,12,0,0,0,1,#DIV/0!,#DIV/0!
610580,MAGIC JOHNSON - HUMBOLDT PK HS,ACTIVE,HS,Options,ALOP,Citywide,202,0,202,0,0,0,1,#DIV/0!,#DIV/0!
610581,MAGIC JOHNSON - BRAINERD HS,ACTIVE,HS,Options,ALOP,Citywide,119,0,119,0,0,0,1,#DIV/0!,#DIV/0!
610582,MAGIC JOHNSON - ENGLEWOOD HS,ACTIVE,HS,Options,ALOP,Citywide,118,0,118,0,0,0,1,#DIV/0!,#DIV/0!
610584,CAMELOT SAFE - GARFIELD ES,ACTIVE,ES,Options,Safe,Citywide,6,0,6,0,0,0,1,#DIV/0!,#DIV/0!
610585,CAMELOT SAFE - GARFIELD HS,ACTIVE,HS,Options,Safe,Citywide,17,0,17,0,0,0,1,#DIV/0!,#DIV/0!
400179,NOBLE - MANSUETO HS,NEW,HS,Charter,Charter,Citywide,183,0,183,0,0,0,1,#DIV/0!,#DIV/0!
400180,KIPP ONE,NEW,ES,Charter,Charter,Citywide,185,0,185,0,0,0,1,#DIV/0!,#DIV/0!
609775,ALTGELD,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610156,"ARMSTRONG, L",CLOSED,ES,,District,Attendance Area School,,,,,,,,,
609781,ATTUCKS,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610265,BANNEKER,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610365,BETHUNE,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610161,BONTEMPS,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610280,BUCKINGHAM,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610243,CALHOUN,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610018,CANTER,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610309,CHICAGO DISCOVERY HS,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
609702,CRANE HS,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
609881,DELANO,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610266,DUMAS TECH ACAD,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610320,DUPREY,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
609736,DYETT HS,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
609906,EMMET,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
609916,FERMI,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
400095,GARFIELD PARK,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610324,GLOBAL VISIONS HS,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610348,GOLDBLATT,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
609913,GOODLOW,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610283,GUGGENHEIM,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610240,HENSON,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
609989,HERBERT,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610020,KEY,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610023,KING,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610028,KOHN,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610031,LAFAYETTE,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
609765,LAS CASAS OCCUPATIONAL HS,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610045,LAWRENCE,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610241,MARCONI,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610058,MAY,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610061,MAYO,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610260,MCCORKLE,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610072,MORGAN,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610085,NEAR NORTH,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610277,OVERTON,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
609932,OWENS,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610273,PADEREWSKI,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610114,PARKMAN,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610119,PEABODY,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610395,PERSHING MIDDLE,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610134,POPE,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610258,PRICE,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610150,ROSS,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610154,RYERSON,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610164,SCHNEIDER,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610297,SCHOOL OF LEADERSHIP HS,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610310,SCHOOL OF THE ARTS HS,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610169,SEXTON,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610160,SONGHAI,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610187,STEWART,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610189,STOCKTON,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610205,TRUMBULL,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610210,VON HUMBOLDT,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610224,WEST PULLMAN,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610336,WILIAMS MIDDLE,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610232,WILLIAMS ES,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610285,WOODS,CLOSED,ES,,District,Attendance Area School,,,,,,,,,
610233,YALE,CLOSED,ES,,District,Attendance Area School,,,,,,,,,